t,observation
0.0,1.0134947299957275
0.0033444815780967474,0.9906625747680664
0.006688963156193495,0.9790028929710388
0.010033444501459599,0.956678569316864
0.01337792631238699,0.9789889454841614
0.016722407191991806,0.9722179770469666
0.020066889002919197,0.9138321876525879
0.023411370813846588,0.880473256111145
0.02675585262477398,0.8957261443138123
0.03010033443570137,0.7833070158958435
0.03344481438398361,0.8216667175292969
0.03678929805755615,0.6970382332801819
0.040133778005838394,0.7174851894378662
0.043478261679410934,0.7404159903526306
0.046822741627693176,0.6363825798034668
0.05016722530126572,0.5771864652633667
0.05351170524954796,0.5113415122032166
0.0568561851978302,0.4200127422809601
0.06020066887140274,0.3991473913192749
0.06354515254497528,0.3866167962551117
0.06688962876796722,0.3563354015350342
0.07023411244153976,0.28778111934661865
0.0735785961151123,0.22910946607589722
0.07692307978868484,0.1123918667435646
0.08026755601167679,0.08285288512706757
0.08361203968524933,-0.05685087665915489
0.08695652335882187,-0.011518504470586777
0.09030099958181381,-0.1513597071170807
0.09364548325538635,-0.20583857595920563
0.09698996692895889,-0.1990882307291031
0.10033445060253143,-0.28834885358810425
0.10367892682552338,-0.4258234202861786
0.10702341049909592,-0.4123169481754303
0.11036789417266846,-0.3970544934272766
0.1137123703956604,-0.5320224165916443
0.11705685406923294,-0.44451001286506653
0.12040133774280548,-0.5393829941749573
0.12374582141637802,-0.5956346392631531
0.12709030508995056,-0.6097061634063721
0.1304347813129425,-0.6616474986076355
0.13377925753593445,-0.6082764267921448
0.13712374866008759,-0.6034533381462097
0.14046822488307953,-0.6594252586364746
0.14381270110607147,-0.7070877552032471
0.1471571922302246,-0.708398163318634
0.15050166845321655,-0.7250033617019653
0.1538461595773697,-0.7162248492240906
0.15719063580036163,-0.7525814175605774
0.16053511202335358,-0.693142831325531
0.1638796031475067,-0.6591443419456482
0.16722407937049866,-0.7758005261421204
0.1705685555934906,-0.6609248518943787
0.17391304671764374,-0.741628110408783
0.17725752294063568,-0.6239300966262817
